-105.124	-1.001	-130.697	50.837	-75.836	117.222
-105.137	-1.039	-130.669	50.883	-75.906	117.404
-105.162	-1.068	-130.644	50.924	-75.969	117.567
-105.186	-1.095	-130.617	50.941	-76.023	117.712
-105.203	-1.118	-130.593	50.951	-76.054	117.831
-105.233	-1.13	-130.575	50.955	-76.084	117.921
-105.259	-1.142	-130.554	50.954	-76.1	117.99
-105.285	-1.154	-130.54	50.95	-76.107	118.039
-105.301	-1.163	-130.532	50.942	-76.112	118.077
-105.306	-1.164	-130.525	50.936	-76.114	118.099
-105.312	-1.163	-130.522	50.928	-76.112	118.105
-105.321	-1.161	-130.522	50.916	-76.102	118.084
-105.336	-1.152	-130.525	50.894	-76.08	118.043
-105.353	-1.135	-130.533	50.861	-76.038	117.976
-105.363	-1.105	-130.542	50.833	-75.999	117.899
-105.374	-1.076	-130.553	50.793	-75.946	117.814
-105.396	-1.041	-130.569	50.762	-75.892	117.725
-105.422	-1.01	-130.584	50.718	-75.846	117.627
-105.448	-0.977	-130.597	50.687	-75.791	117.529
-105.48	-0.943	-130.608	50.645	-75.737	117.439
-105.498	-0.914	-130.619	50.623	-75.701	117.362
-105.518	-0.895	-130.629	50.607	-75.669	117.309
-105.536	-0.88	-130.633	50.602	-75.662	117.287
-105.543	-0.876	-130.633	50.609	-75.664	117.287
-105.547	-0.879	-130.632	50.632	-75.678	117.317
-105.548	-0.883	-130.628	50.654	-75.707	117.352
-105.549	-0.893	-130.622	50.688	-75.738	117.403
-105.548	-0.911	-130.614	50.717	-75.764	117.457
-105.548	-0.934	-130.608	50.743	-75.803	117.509
-105.547	-0.948	-130.602	50.779	-75.831	117.566
-105.545	-0.963	-130.596	50.799	-75.867	117.62
-105.543	-0.984	-130.592	50.819	-75.887	117.654
-105.542	-0.997	-130.588	50.836	-75.898	117.689
-105.543	-1	-130.582	50.842	-75.908	117.706
-105.545	-1.002	-130.574	50.841	-75.914	117.727
-105.554	-1.006	-130.563	50.838	-75.918	117.756
